family,model_ref,step,tokens,task,session,rsa_intact,rsa_circuit_ablated,rsa_random_ablated
pico-decoder-small,pico-lm/pico-decoder-small@2be3f69fedc1c81a1c9dee69aecdfbb30a7ed07b,39000,,Gram,ses-5,0.0197656590778451,0.0151115043763468,0.0128837999781661
pico-decoder-small,pico-lm/pico-decoder-small@2be3f69fedc1c81a1c9dee69aecdfbb30a7ed07b,39000,,Gram,ses-7,0.020548989442231,0.0195835393504411,0.0276595077172282
pico-decoder-small,pico-lm/pico-decoder-small@2be3f69fedc1c81a1c9dee69aecdfbb30a7ed07b,39000,,Gram,ses-9,-0.0191532561212961,-0.0223965120386873,-6.397929775779612e-06
pico-decoder-small,pico-lm/pico-decoder-small@89ce452106683eb2c3d635f0b06d00b4836a270d,40000,,Gram,ses-5,0.0132419174159487,0.0059995323224781,0.0143957672257429
pico-decoder-small,pico-lm/pico-decoder-small@89ce452106683eb2c3d635f0b06d00b4836a270d,40000,,Gram,ses-7,0.0169369323125593,0.0129217158001182,0.0148281560478768
pico-decoder-small,pico-lm/pico-decoder-small@89ce452106683eb2c3d635f0b06d00b4836a270d,40000,,Gram,ses-9,-0.0340894606842211,-0.034575497765131,-0.0361309315499905
pico-decoder-small,pico-lm/pico-decoder-small@fb21f9a6029769e4fde8c343509be2fc23d627f8,41000,,Gram,ses-5,0.0155706188648872,0.0058392627208802,0.0127668692365782
pico-decoder-small,pico-lm/pico-decoder-small@fb21f9a6029769e4fde8c343509be2fc23d627f8,41000,,Gram,ses-7,0.0235914782583376,0.0118646042466294,0.013314961800069
pico-decoder-small,pico-lm/pico-decoder-small@fb21f9a6029769e4fde8c343509be2fc23d627f8,41000,,Gram,ses-9,-0.0107427105433798,-0.003362150508555,-0.0143465876715117
pico-decoder-small,pico-lm/pico-decoder-small@3b04367b1f9f520d1eb5dc4b1d62222a11574175,42000,,Gram,ses-5,0.0199266406425399,0.0141547341750796,0.0166952911718345
pico-decoder-small,pico-lm/pico-decoder-small@3b04367b1f9f520d1eb5dc4b1d62222a11574175,42000,,Gram,ses-7,0.0277287542434907,0.0245907303670725,0.019070562364989
pico-decoder-small,pico-lm/pico-decoder-small@3b04367b1f9f520d1eb5dc4b1d62222a11574175,42000,,Gram,ses-9,-0.0157599642603181,-0.0314892004963335,-0.0098717502894825
pico-decoder-small,pico-lm/pico-decoder-small@a8fcdde6a31d48184ff170362f4802ba6f7c825b,43000,,Gram,ses-5,0.0291834333480084,0.0254661290292127,0.0328740206564839
pico-decoder-small,pico-lm/pico-decoder-small@a8fcdde6a31d48184ff170362f4802ba6f7c825b,43000,,Gram,ses-7,0.035388615886447,0.0288822231854883,0.0358006088052706
pico-decoder-small,pico-lm/pico-decoder-small@a8fcdde6a31d48184ff170362f4802ba6f7c825b,43000,,Gram,ses-9,-0.0243511147505385,-0.0180324033124223,-0.0336638950221017
pico-decoder-small,pico-lm/pico-decoder-small@42a2d16068cea73c52aa94a34fd039b076c656d2,44000,,Gram,ses-5,0.0411255928817237,0.0442999853046705,0.0425757167208336
pico-decoder-small,pico-lm/pico-decoder-small@42a2d16068cea73c52aa94a34fd039b076c656d2,44000,,Gram,ses-7,0.0450654321947905,0.0430930022732343,0.0534573801713224
pico-decoder-small,pico-lm/pico-decoder-small@42a2d16068cea73c52aa94a34fd039b076c656d2,44000,,Gram,ses-9,-0.0115184019116187,-0.0183954741955819,0.0055822613550418
pico-decoder-small,pico-lm/pico-decoder-small@9b211dca4e657296153efe83773900826fe138d5,45000,,Gram,ses-5,0.0277731253417903,0.0216941030969415,0.0216663646684396
pico-decoder-small,pico-lm/pico-decoder-small@9b211dca4e657296153efe83773900826fe138d5,45000,,Gram,ses-7,0.0227049327210833,0.0154428788355503,0.0233172404606831
pico-decoder-small,pico-lm/pico-decoder-small@9b211dca4e657296153efe83773900826fe138d5,45000,,Gram,ses-9,-0.0177994810146086,-0.0213076175003796,-0.009621115475107
pico-decoder-small,pico-lm/pico-decoder-small@8866040c1a6ead0d48bd6a4f6ff9046c778670fa,46000,,Gram,ses-5,0.0291980058692701,0.0237367230581654,0.025362072051953
pico-decoder-small,pico-lm/pico-decoder-small@8866040c1a6ead0d48bd6a4f6ff9046c778670fa,46000,,Gram,ses-7,0.0329246284649522,0.027488889764476,0.0431466635161398
pico-decoder-small,pico-lm/pico-decoder-small@8866040c1a6ead0d48bd6a4f6ff9046c778670fa,46000,,Gram,ses-9,0.0003711762259551,-0.0026554113596449,-0.0125819406091745
pico-decoder-small,pico-lm/pico-decoder-small@2c39df607c549d2902ed46ce83a2e6630df09d90,47000,,Gram,ses-5,0.0353789492020876,0.0257687739380346,0.0451868316409233
pico-decoder-small,pico-lm/pico-decoder-small@2c39df607c549d2902ed46ce83a2e6630df09d90,47000,,Gram,ses-7,0.0345063897362491,0.0259756024637407,0.0554178776779341
pico-decoder-small,pico-lm/pico-decoder-small@2c39df607c549d2902ed46ce83a2e6630df09d90,47000,,Gram,ses-9,-0.0063616337239736,-0.021456761867079,0.0092657636568926
pico-decoder-small,pico-lm/pico-decoder-small@e2f848f2a712b27ddfebe48ddc4dd6258de6df59,48000,,Gram,ses-5,0.0311806153482981,0.0217908024008585,0.0388601804076617
pico-decoder-small,pico-lm/pico-decoder-small@e2f848f2a712b27ddfebe48ddc4dd6258de6df59,48000,,Gram,ses-7,0.0284838809147369,0.0249062209079421,0.0372313386830579
pico-decoder-small,pico-lm/pico-decoder-small@e2f848f2a712b27ddfebe48ddc4dd6258de6df59,48000,,Gram,ses-9,-0.0045994298419905,-0.0208025629979004,0.0021838970275005
