dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,n_stim_ceil,ceiling_lower,ceiling_upper,ceiling_n,n_subjects,frac_of_ceiling,params,cell
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Phon,ses-11,96,0.0115704504975178,0.0226822873325021,0.0077642834878378,96,0.5225246741467346,0.5898112775795412,18,18,0.022143357184829522,95592496,ds006239/Phon/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Phon,ses-11+,96,0.0077812220254086,0.007858049898701,0.0051529074935639,96,0.5621949434762923,0.61484988977185,22,22,0.013840789775329477,95592496,ds006239/Phon/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Phon,ses-11+,96,-0.019516436410627,-0.005612521680284,-0.0129914608851587,96,0.5621949434762923,0.61484988977185,22,22,-0.034714713529702894,95592496,ds006239/Phon/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Phon,ses-11+,96,0.0227828882390808,0.0229694853582317,0.0150506228281825,96,0.5621949434762923,0.61484988977185,22,22,0.040524889993147996,95592496,ds006239/Phon/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Sem,ses-11,48,-0.0234899664979437,-0.0225259313530238,-0.0158331602761363,48,0.2893434414975141,0.3948306006051909,18,18,-0.08118368391683595,95592496,ds006239/Sem/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Sem,ses-11,48,-0.0173350052283367,0.0079436905788801,-0.0116200041533727,48,0.2893434414975141,0.3948306006051909,18,18,-0.05991151946841564,95592496,ds006239/Sem/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Sem,ses-11,48,-0.0317670139499178,-0.0276664049137558,-0.0218272322805162,48,0.2893434414975141,0.3948306006051909,18,18,-0.10978999138707184,95592496,ds006239/Sem/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Sem,ses-11+,48,-0.0231959127922826,-0.0238451709792253,-0.0152133008615101,48,0.3566334720137542,0.4385611387667599,22,22,-0.06504132284977447,95592496,ds006239/Sem/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Sem,ses-11+,48,-0.0195008524881968,0.0015512697042166,-0.0130957100694116,48,0.3566334720137542,0.4385611387667599,22,22,-0.054680376404614976,95592496,ds006239/Sem/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Sem,ses-11+,48,-0.0314187981770041,-0.0126061154501469,-0.0209997042295178,48,0.3566334720137542,0.4385611387667599,22,22,-0.08809828757686651,95592496,ds006239/Sem/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,SemLocal,ses-11,48,0.0531546929341043,0.0684192095457688,0.035567973720478,48,0.2305687870433188,0.3642057791120847,15,15,0.23053724493991332,95592496,ds006239/SemLocal/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,SemLocal,ses-11,48,0.0287777159831156,0.0442568604704244,0.0196592975765699,48,0.2305687870433188,0.3642057791120847,15,15,0.12481184618327763,95592496,ds006239/SemLocal/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,SemLocal,ses-11,48,0.0217144155427173,0.0099859975936085,0.0136872510336234,48,0.2305687870433188,0.3642057791120847,15,15,0.09417760235967082,95592496,ds006239/SemLocal/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,SemLocal,ses-11+,48,0.0205265372307525,0.0342943878822123,0.0138823336920337,48,0.30557093733368557,0.38962999022754097,23,23,0.06717437662711156,95592496,ds006239/SemLocal/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,SemLocal,ses-11+,48,0.0208458576494789,0.0133323155240226,0.014064830372482,48,0.30557093733368557,0.38962999022754097,23,23,0.0682193726647344,95592496,ds006239/SemLocal/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,SemLocal,ses-11+,48,0.0284719486225887,0.0097414422392624,0.0186146614057278,48,0.30557093733368557,0.38962999022754097,23,23,0.09317623223931513,95592496,ds006239/SemLocal/ses-11+
